col_0,col_1,col_2
11827,29207,1
8893,0,1
30669,36415,1
29455,9098,1
19961,9715,1
8065,8988,1
19512,8551,1
9693,0,1
18093,9733,1
22288,9554,1
20488,38543,1
11649,0,1
12298,9520,1
11944,38680,1
9401,10039,1
0,10644,1
7722,9898,1
0,9874,1
0,13941,1
7640,0,1
8227,0,1
0,9264,1
0,9347,1
16482,8753,1
10434,9790,1
17005,0,1
0,43836,1
0,10367,1
8143,8244,1
9173,9217,1
14560,0,1
28982,0,1
8845,0,1
9078,0,1
0,0,1
10888,0,1
9217,0,1
7819,0,1
16284,33382,1
0,8775,1
0,7550,1
7931,10030,1
0,6625,1
15800,9540,1
0,9051,1
25961,34389,1
8656,0,1
8739,0,1
7906,9276,1
0,10181,1
9106,42268,1
0,0,1
13706,0,1
17778,0,1
10509,0,1
22264,0,1
15647,9501,1
10798,46350,1
8881,7329,1
8129,0,1
9255,9739,1
8300,8087,1
8419,0,1
8125,9774,1
19375,0,1
8134,11954,1
10572,9384,1
8243,12811,1
10842,0,1
9710,11530,1
0,10245,1
0,7911,1
14702,8745,1
37286,0,1
8376,10349,1
24067,10042,1
0,0,1
9755,7078,1
8312,9291,1
11913,0,1
8163,8698,1
0,9776,1
10078,21700,1
8293,37666,1
0,8920,1
10249,0,1
9708,0,1
8676,9634,1
10171,0,1
9026,10263,1
21786,8749,1
0,9310,1
7826,9478,1
0,0,1
8957,0,1
8547,35998,1
0,8166,1
8208,24641,1
8591,47897,1
20306,8882,1
0,0,1
28752,9313,1
0,9299,1
31363,0,1
11095,25632,1
8896,0,1
0,11975,1
0,0,1
8739,9325,1
0,8716,1
8181,10032,1
8469,0,1
0,46004,1
8755,28832,1
20681,8984,1
0,6687,1
0,2040,1
23045,9877,1
25112,10700,1
8352,42025,1
0,8073,1
7883,9245,1
0,0,1
13976,9022,1
8281,41967,1
8542,0,1
0,44878,1
8991,48627,1
10056,8426,1
8364,0,1
0,0,1
8062,31702,1
9120,28709,1
0,35953,1
13007,0,1
8077,9975,1
8224,0,1
30872,8689,1
8085,0,1
8841,10105,1
8673,0,1
0,8718,1
0,41833,1
0,0,1
10611,23981,1
10463,0,1
9249,0,1
10177,0,1
0,0,1
8016,8287,1
10152,0,1
10063,8537,1
8300,9444,1
9110,0,1
0,8676,1
8269,10059,1
0,9703,1
0,8885,1
0,10988,1
0,9085,1
10278,0,1
8338,42187,1
7924,0,1
0,8744,1
8642,8678,1
24379,9058,1
8189,16944,1
8095,0,1
18504,9253,1
0,9121,1
10099,9195,1
0,9965,1
19636,8828,1
32099,8684,1
22315,8733,1
18784,0,1
14867,0,1
22817,23933,1
8026,10153,1
8422,0,1
8225,0,1
8374,8194,1
8806,0,1
24050,9646,1
0,9287,1
8999,9164,1
10641,9523,1
0,8820,1
0,9938,1
11346,9163,1
0,9034,1
0,8602,1
0,0,1
0,8002,1
22545,18720,1
11303,48473,1
7695,9066,1
27446,7165,1
12232,9586,1
23059,46637,1
0,15252,1
11008,8475,1
8262,0,1
8368,0,1
11334,9020,1
0,0,1
8960,0,1
7864,43103,1
25508,8347,1
0,9620,1
0,17259,1
0,9204,1
8241,34329,1
0,0,1
0,8928,1
8150,0,1
8160,10316,1
9990,8914,1
8763,29251,1
8047,10008,1
0,0,1
0,0,1
18157,9664,1
0,0,1
0,23391,1
7684,0,1
0,10042,1
9012,0,1
14939,48721,1
9550,0,1
8899,8809,1
30776,11748,1
0,0,1
0,0,1
0,0,1
0,8497,1
17636,9900,1
15680,12543,1
27003,0,1
12070,19574,1
0,8007,1
0,12927,1
9523,9299,1
0,14817,1
0,16177,1
9538,0,1
13121,8956,1
10738,31991,1
7832,8898,1
8383,0,1
13327,0,1
9266,8880,1
0,0,1
30369,8853,1
0,7927,1
0,9238,1
0,0,1
12367,30030,1
0,9338,1
10420,11022,1
8294,9792,1
33616,0,1
0,0,1
12452,8365,1
16044,9835,1
0,0,1
9353,0,1
0,8852,1
0,0,1
0,0,1
16904,9418,1
8831,39215,1
8710,42886,1
0,0,1
0,9143,1
8210,9340,1
20728,8298,1
14498,9017,1
16656,10320,1
7607,9384,1
10150,8345,1
0,0,1
22318,0,1
8056,0,1
9052,10262,1
9635,9953,1
8275,9045,1
36928,8676,1
0,0,1
8434,9817,1
8119,9562,1
20876,10124,1
0,0,1
0,9791,1
9892,9277,1
8904,55455,1
8845,0,1
14174,0,1
11235,12418,1
10221,8305,1
8242,8504,1
0,0,1
0,9301,1
10320,0,1
0,9203,1
20856,8948,1
9587,0,1
27192,0,1
34771,0,1
8272,8188,1
8288,0,1
10445,10239,1
0,9112,1
8518,0,1
0,9238,1
14106,9738,1
16110,0,1
14357,9765,1
12360,9611,1
0,10190,1
8195,8833,1
21721,0,1
0,0,1
9191,9869,1
0,0,1
13670,0,1
0,0,1
16205,0,1
8778,40000,1
8842,0,1
30173,0,1
24838,0,1
13204,0,1
20355,26613,1
0,11076,1
0,9440,1
11545,8771,1
0,9682,1
11360,8450,1
16083,10773,1
8279,0,1
22976,9023,1
0,8784,1
8560,0,1
15181,9607,1
8880,0,1
8899,0,1
16871,9686,1
8883,0,1
9236,24538,1
8889,9023,1
11195,19781,1
8685,0,1
0,7548,1
7977,8065,1
17545,0,1
0,0,1
8911,9098,1
8000,0,1
0,47462,1
0,0,1
0,0,1
0,0,1
23183,0,1
18655,47669,1
7955,10138,1
0,12268,1
30264,9692,1
0,0,1
0,10082,1
0,11355,1
9987,8642,1
9024,12589,1
28627,8700,1
19433,0,1
8044,9534,1
12010,9723,1
0,29085,1
8185,8856,1
0,14152,1
7779,31054,1
8305,8416,1
8570,0,1
34176,17603,1
19368,0,1
0,0,1
24485,11950,1
0,8458,1
8253,0,1
0,9026,1
7663,39791,1
11267,9352,1
9721,0,1
32009,0,1
0,44033,1
8139,8489,1
0,0,1
9716,0,1
0,0,1
8691,10927,1
11429,0,1
8710,8683,1
0,8554,1
23962,8922,1
14025,10673,1
12672,9412,1
17376,9185,1
24495,0,1
0,9130,1
7816,10125,1
0,33836,1
0,25862,1
0,0,1
8038,14418,1
36151,9601,1
8756,0,1
11205,0,1
16127,0,1
21919,0,1
8254,0,1
0,33974,1
23580,15190,1
0,50843,1
0,0,1
22192,0,1
9915,22292,1
0,0,1
7988,0,1
0,9569,1
9973,8456,1
11842,8871,1
8352,9641,1
0,12802,1
0,9089,1
19801,0,1
6808,36510,1
0,8869,1
8653,9152,1
21009,23918,1
17886,40248,1
0,10509,1
21715,9558,1
8801,0,1
8847,0,1
10957,9872,1
31854,10229,1
16481,10231,1
8060,0,1
19808,8358,1
19752,10658,1
17020,8624,1
10028,9044,1
9329,10301,1
8617,0,1
33439,8816,1
16082,9043,1
7954,10327,1
0,8465,1
8877,0,1
15254,8846,1
9605,9281,1
8282,0,1
8808,10028,1
20666,9290,1
0,9828,1
8516,15885,1
0,43321,1
0,8368,1
9759,0,1
8372,0,1
14431,8674,1
13002,0,1
23326,0,1
19870,0,1
33232,9439,1
14718,10734,1
8343,0,1
8330,7766,1
8897,38984,1
0,22126,1
0,10289,1
0,0,1
17280,0,1
8274,43903,1
0,8969,1
10995,13199,1
0,22420,1
8921,9616,1
8270,8803,1
20447,9276,1
9880,11078,1
7720,8142,1
0,0,1
8032,9205,1
10747,8727,1
8496,8915,1
21264,0,1
8258,0,1
8007,0,1
12882,41499,1
8173,0,1
0,0,1
8327,8964,1
9142,0,1
0,37430,1
10557,14536,1
0,9341,1
0,10444,1
8741,0,1
8618,9044,1
0,9067,1
0,9184,1
8017,13587,1
0,0,1
0,10110,1
8055,9619,1
8288,9580,1
8298,26936,1
8008,8362,1
18038,9625,1
8246,15752,1
8341,0,1
0,9668,1
0,14216,1
0,8127,1
15968,9707,1
23234,8706,1
8119,0,1
25275,9775,1
0,9340,1
0,9648,1
14292,0,1
10142,10774,1
8611,9526,1
0,0,1
13442,0,1
13337,10109,1
0,8257,1
7630,0,1
11338,8990,1
8218,10981,1
20732,0,1
0,0,1
8589,0,1
9674,0,1
7811,0,1
8243,28909,1
9888,8983,1
10082,0,1
0,22744,1
7841,9413,1
17254,7379,1
0,15658,1
15099,0,1
10669,9836,1
0,0,1
8341,9627,1
0,8467,1
0,46924,1
7709,9350,1
12822,21006,1
16204,9816,1
23719,0,1
7548,0,1
0,0,1
15610,0,1
9209,7777,1
15281,8864,1
8213,9873,1
16664,16973,1
7737,8855,1
9309,10807,1
11972,13666,1
8508,24208,1
17642,0,1
16771,9374,1
0,10444,1
28248,0,1
8989,0,1
13841,6799,1
0,9356,1
8077,0,1
7773,0,1
9074,9841,1
8684,0,1
10442,8904,1
8227,39277,1
7212,18323,1
0,9756,1
7845,8713,1
8101,29944,1
13931,0,1
8162,0,1
9026,10053,1
9138,21136,1
8018,8689,1
8013,0,1
8347,0,1
7902,10058,1
24421,0,1
10716,0,1
25394,7559,1
9741,33550,1
8634,8790,1
8440,9204,1
0,40890,1
35618,0,1
13952,8347,1
30610,10162,1
8278,0,1
8076,8981,1
24520,8648,1
8322,7750,1
13266,0,1
8724,14975,1
0,0,1
0,23693,1
8227,9972,1
0,8089,1
0,0,1
7732,7533,1
29538,19896,1
15446,9535,1
8119,10452,1
18428,0,1
0,9116,1
8075,9458,1
8715,0,1
0,7711,1
7641,8806,1
19867,9717,1
0,0,1
8845,7513,1
10474,10296,1
0,17756,1
8075,8801,1
13584,36335,1
0,10214,1
8145,0,1
0,0,1
11835,10352,1
0,8576,1
12297,18493,1
9128,20419,1
0,0,1
0,10421,1
10008,9404,1
0,8732,1
9106,0,1
0,30692,1
9159,36824,1
9162,10090,1
0,8742,1
16566,0,1
0,10274,1
8653,9841,1
8934,8951,1
0,0,1
28873,0,1
8839,9922,1
16305,9301,1
8489,28671,1
27282,0,1
0,0,1
15183,35363,1
10067,9043,1
17802,10657,1
0,8218,1
0,10345,1
7991,9261,1
14650,46040,1
7931,0,1
16911,0,1
8589,0,1
8605,8222,1
11528,0,1
0,0,1
0,0,1
7750,9616,1
0,0,1
20917,10087,1
21484,0,1
0,9951,1
10000,9383,1
9615,9903,1
8165,8595,1
0,0,1
23312,12219,1
8624,9579,1
0,8921,1
8875,9040,1
11240,32943,1
7780,10679,1
0,8758,1
8118,0,1
0,8332,1
9240,9520,1
13947,0,1
18761,9943,1
8726,9694,1
9016,0,1
0,47651,1
9943,10177,1
19693,0,1
8136,9836,1
8282,9367,1
9356,8932,1
8946,9616,1
8072,30599,1
0,9804,1
8552,10524,1
8595,0,1
8184,28606,1
8598,0,1
10973,0,1
9268,9318,1
8888,9173,1
22419,9731,1
13175,9710,1
9895,8840,1
13280,40578,1
12284,0,1
8082,9618,1
27757,0,1
38771,0,1
0,7839,1
8158,0,1
7912,8903,1
19370,8956,1
8270,9690,1
8682,0,1
8182,9982,1
0,9064,1
9956,9527,1
0,0,1
29653,9377,1
9213,0,1
0,27926,1
9928,8085,1
9346,0,1
8157,0,1
11118,47493,1
14085,9632,1
0,9269,1
8799,9415,1
0,0,1
9890,6382,1
0,9901,1
4776,9450,1
7241,0,1
9391,12478,1
16752,0,1
8238,11246,1
9758,37356,1
0,10689,1
12035,45838,1
8038,0,1
7817,0,1
0,9476,1
8332,0,1
0,36238,1
8129,0,1
8327,0,1
7490,0,1
10184,8810,1
0,8416,1
12563,0,1
8720,291,1
7930,33380,1
11578,8972,1
0,20447,1
8297,9888,1
9512,9856,1
14207,8839,1
27457,42781,1
18845,0,1
25300,9422,1
8310,10030,1
14338,0,1
6546,6364,1
0,8142,1
0,10146,1
9235,0,1
22263,9806,1
8644,10812,1
13945,0,1
0,9617,1
0,12764,1
28559,9083,1
10296,42068,1
33582,7479,1
0,0,1
16452,0,1
23138,8906,1
0,9372,1
0,0,1
9125,9089,1
8341,9138,1
35162,0,1
0,0,1
8185,6942,1
7615,0,1
19500,0,1
9743,0,1
7594,9384,1
0,0,1
25051,8834,1
17336,9926,1
13132,27684,1
7740,42222,1
0,30292,1
0,9477,1
0,6994,1
0,42571,1
23536,0,1
10504,7616,1
8242,0,1
0,0,1
8354,9435,1
0,9502,1
19291,0,1
11107,0,1
8313,9913,1
12060,9308,1
0,9980,1
8071,28424,1
9027,0,1
19943,9828,1
0,11014,1
7850,15742,1
17625,8325,1
10156,0,1
26573,10042,1
0,9248,1
10969,47314,1
0,0,1
8059,9743,1
23127,24870,1
0,0,1
8279,10355,1
0,32375,1
21438,7385,1
10253,0,1
22824,0,1
0,9893,1
0,25957,1
23454,0,1
0,15790,1
0,0,1
24944,41392,1
30669,27840,1
9880,10269,1
0,10381,1
8356,0,1
8676,8409,1
0,0,1
11183,0,1
0,9164,1
8234,0,1
0,10595,1
18874,0,1
22266,15257,1
23900,0,1
8094,8609,1
7824,9764,1
0,34624,1
10217,10167,1
33731,9189,1
8188,27920,1
8348,0,1
7984,0,1
8869,0,1
7732,10889,1
11520,9341,1
8203,8209,1
11529,9260,1
0,0,1
0,0,1
10023,8738,1
0,0,1
11925,35460,1
8707,10451,1
15215,10939,1
10910,8382,1
8940,28308,1
0,26588,1
20276,38876,1
0,8326,1
8350,0,1
15464,10468,1
24168,9788,1
0,10154,1
10150,0,1
0,10629,1
10951,0,1
8276,0,1
15900,8866,1
0,34374,1
14206,8411,1
8349,9460,1
0,0,1
14365,0,1
8065,0,1
19347,41992,1
10419,7552,1
0,0,1
8152,10809,1
0,9105,1
0,9557,1
11169,10427,1
7987,10726,1
0,10239,1
8049,0,1
0,9597,1
21280,0,1
16334,23170,1
23417,9721,1
13653,38826,1
8812,9424,1
0,0,1
0,10709,1
0,9585,1
32727,9741,1
0,8595,1
0,0,1
24865,9763,1
12273,0,1
19330,9594,1
8325,7886,1
8431,8811,1
16074,8569,1
8387,8996,1
7681,32023,1
27080,9956,1
8298,11075,1
7669,8744,1
13325,9549,1
0,8276,1
10028,9164,1
22414,0,1
0,35373,1
0,8784,1
7423,8826,1
16460,0,1
0,9112,1
8102,8369,1
8441,8715,1
17241,8558,1
19913,9279,1
13611,9484,1
0,9291,1
8647,8354,1
14800,0,1
0,9109,1
11923,0,1
0,8373,1
18435,0,1
8533,8800,1
9710,7815,1
0,18129,1
29822,0,1
10131,0,1
28018,10178,1
19683,0,1
8499,0,1
14703,46782,1
11453,9222,1
11173,16136,1
0,16976,1
0,10232,1
0,0,1
8793,12206,1
8422,8547,1
8779,29231,1
8179,0,1
11284,0,1
8845,0,1
0,0,1
0,8798,1
0,8671,1
0,8801,1
0,8514,1
9583,0,1
24796,8737,1
7828,37337,1
0,9805,1
0,0,1
0,0,1
12837,9095,1
7985,8384,1
9313,9014,1
8043,0,1
7867,0,1
0,0,1
8375,8519,1
9010,9949,1
9669,9448,1
8544,43314,1
0,9321,1
8593,0,1
7810,0,1
9475,10363,1
14194,10231,1
0,9025,1
0,9931,1
0,38672,1
10244,8598,1
0,9571,1
0,0,1
8682,9254,1
0,10012,1
12456,10605,1
17972,0,1
9503,9647,1
10906,8140,1
0,20517,1
15637,8592,1
8417,10063,1
9877,9461,1
8497,24366,1
8043,0,1
8977,0,1
0,9236,1
0,10099,1
8136,8921,1
7983,27316,1
14676,0,1
9284,24861,1
17613,18862,1
8280,8080,1
0,9287,1
8747,48513,1
7038,12899,1
8560,0,1
0,9034,1
9263,0,1
8564,9778,1
8899,9867,1
35432,7635,1
10180,0,1
0,8995,1
27634,9572,1
0,8903,1
11273,7776,1
8596,0,1
31891,0,1
0,0,1
8835,0,1
10397,0,1
9157,0,1
0,9439,1
0,0,1
0,0,1
0,8617,1
8152,9042,1
0,6970,1
9903,9327,1
24214,0,1
6798,0,1
26016,42281,1
8903,0,1
27810,0,1
8658,9630,1
14046,12416,1
13008,9241,1
0,0,1
11484,0,1
0,7628,1
0,49937,1
8059,16136,1
7975,8040,1
8185,9886,1
8725,9368,1
0,9025,1
12127,0,1
8904,0,1
11647,0,1
8189,0,1
0,7022,1
21145,8835,1
12752,9197,1
0,0,1
10345,0,1
0,5305,1
0,0,1
0,9316,1
8981,0,1
0,8970,1
31457,0,1
8049,0,1
0,10072,1
8326,9354,1
10632,0,1
18974,0,1
0,8445,1
8512,9530,1
11626,10357,1
10356,0,1
14082,8401,1
26704,0,1
13525,9006,1
10698,8291,1
0,8831,1
29371,0,1
0,8925,1
0,7483,1
18298,23129,1
0,31442,1
23191,9264,1
11760,0,1
11546,0,1
0,38761,1
6727,7719,1
0,32726,1
21267,9624,1
0,0,1
20462,0,1
0,11287,1
27403,8679,1
0,8534,1
0,0,1
8626,46486,1
9198,9135,1
10951,9218,1
8849,8531,1
9560,0,1
9069,0,1
8593,9252,1
8178,9030,1
8376,8578,1
0,10019,1
0,9836,1
0,19467,1
30585,9893,1
0,9554,1
10097,0,1
8446,10448,1
9573,34270,1
0,0,1
10890,0,1
8159,9830,1
8792,8877,1
8048,18024,1
12177,9933,1
0,10552,1
15666,10251,1
8784,8344,1
8170,0,1
0,9622,1
26433,10654,1
16782,9832,1
8203,9932,1
0,9328,1
26780,23389,1
10268,36453,1
24490,0,1
8093,46938,1
20620,9535,1
15285,9052,1
32436,9013,1
10267,0,1
0,0,1
8365,8545,1
15272,9679,1
0,34102,1
0,10945,1
0,0,1
8604,0,1
32503,9489,1
8959,16762,1
8716,0,1
8798,32003,1
15811,9596,1
18670,26941,1
0,8517,1
0,0,1
0,0,1
8029,11242,1
7739,30181,1
12221,0,1
7821,9986,1
0,8804,1
0,8995,1
0,0,1
0,7725,1
10693,8397,1
0,9302,1
28053,10427,1
0,9245,1
24504,0,1
0,9327,1
0,9611,1
10072,37584,1
8358,0,1
12448,9008,1
9772,13519,1
7205,0,1
21845,10573,1
0,0,1
8485,9311,1
8670,46564,1
32138,9077,1
0,11141,1
9736,0,1
0,0,1
21245,25660,1
8756,9394,1
0,39931,1
0,9806,1
0,36306,1
0,9646,1
0,0,1
0,9421,1
13533,34289,1
9870,9506,1
0,0,1
9760,9626,1
0,8650,1
0,10060,1
0,8834,1
0,0,1
0,7699,1
20580,11474,1
0,0,1
8210,0,1
8844,0,1
35119,0,1
0,8920,1
8384,10044,1
16605,0,1
9214,9774,1
9079,8868,1
8874,8641,1
30042,9996,1
0,9941,1
8129,8541,1
14386,8558,1
8296,0,1
8198,35814,1
13831,0,1
15737,0,1
0,8983,1
8709,9721,1
8603,9304,1
28057,9088,1
0,9091,1
9713,0,1
0,0,1
15690,9379,1
9153,35168,1
0,0,1
25534,9833,1
21678,8794,1
21584,8618,1
0,8197,1
9410,10257,1
0,0,1
26711,31741,1
8039,10367,1
0,0,1
8907,10211,1
8519,36273,1
6729,9215,1
0,0,1
0,8737,1
8372,0,1
0,0,1
8238,5869,1
18380,8901,1
9715,0,1
0,7442,1
0,9271,1
0,21442,1
0,0,1
0,9254,1
13399,9912,1
8972,9580,1
8366,9815,1
7580,9788,1
0,28402,1
0,0,1
19369,0,1
0,26016,1
9951,0,1
8530,42024,1
8231,10348,1
9215,17057,1
8598,10224,1
30849,8903,1
9140,0,1
8998,9453,1
0,0,1
8391,9195,1
19902,8831,1
8658,9955,1
8815,0,1
0,0,1
0,7879,1
0,22178,1
8555,10531,1
21137,21350,1
0,52056,1
30703,9755,1
8591,12028,1
7685,9659,1
9144,24819,1
7558,8328,1
0,0,1
8723,7895,1
7790,9217,1
18822,0,1
0,9014,1
11040,0,1
10175,34951,1
8372,9877,1
8620,8405,1
8951,46823,1
0,0,1
8195,0,1
8899,8686,1
0,0,1
7758,0,1
8560,9455,1
26833,8963,1
9053,0,1
8783,8881,1
0,0,1
8067,10251,1
11788,21758,1
0,0,1
9935,6328,1
10691,0,1
8103,8781,1
0,0,1
0,8958,1
0,11021,1
9031,8679,1
0,8593,1
10339,0,1
24170,0,1
0,0,1
28342,6533,1
9014,8863,1
7972,0,1
8604,0,1
0,0,1
32218,8909,1
0,0,1
8646,0,1
9030,0,1
13014,0,1
8219,39706,1
18652,9923,1
12820,9112,1
15793,9061,1
8913,11500,1
0,8781,1
9191,8486,1
8086,0,1
8588,8816,1
8482,9918,1
0,0,1
0,8270,1
9040,9153,1
0,9008,1
0,11400,1
11768,8529,1
0,0,1
10520,9643,1
0,0,1
7883,9735,1
8294,0,1
9462,9291,1
0,0,1
8866,9424,1
10270,26043,1
9667,10262,1
0,10394,1
0,9439,1
8345,9212,1
28152,8190,1
0,0,1
0,9226,1
0,9447,1
8648,0,1
0,10345,1
0,8954,1
17648,0,1
8049,0,1
0,8924,1
9079,10876,1
0,9786,1
10773,9753,1
10243,6782,1
14145,0,1
0,17844,1
7513,0,1
31150,8902,1
12939,9354,1
8458,8663,1
28487,0,1
0,9846,1
10805,0,1
0,0,1
0,0,1
8115,0,1
12513,46935,1
0,8334,1
24093,9418,1
8174,24397,1
13251,36418,1
0,29076,1
0,0,1
10175,9744,1
8905,0,1
0,0,1
12786,9827,1
9961,9831,1
9759,8735,1
0,10554,1
8041,0,1
7982,0,1
8720,0,1
8984,30111,1
8337,0,1
11645,0,1
10631,9642,1
0,0,1
8644,31527,1
12393,9243,1
8299,0,1
8948,0,1
8679,9239,1
0,10851,1
30520,0,1
0,9228,1
19913,0,1
18552,0,1
9279,22174,1
8067,0,1
0,9397,1
0,9067,1
5473,9399,1
0,7776,1
8610,10345,1
13270,8836,1
9465,9737,1
8343,13171,1
8246,9682,1
8641,9144,1
10664,0,1
7658,45552,1
11651,6651,1
0,9568,1
7947,8252,1
10472,37008,1
0,9779,1
21495,9306,1
8777,8970,1
11210,0,1
0,0,1
0,0,1
0,9178,1
0,9615,1
0,0,1
8187,9370,1
11125,9253,1
8994,0,1
9951,9186,1
13404,9151,1
0,0,1
10901,9505,1
8113,9273,1
12386,0,1
22779,0,1
0,0,1
8321,9867,1
17132,9641,1
0,9898,1
19867,9006,1
0,9092,1
24600,0,1
8767,7523,1
0,0,1
7730,26332,1
17473,8821,1
8722,11133,1
10150,0,1
12417,9584,1
22841,0,1
8209,10099,1
0,9255,1
15202,9541,1
18169,7260,1
8496,9863,1
0,0,1
23145,0,1
13151,11077,1
22649,0,1
28666,10874,1
18021,0,1
0,8718,1
16228,8833,1
21148,41200,1
12043,0,1
28676,0,1
28901,9960,1
0,9247,1
8389,9812,1
8586,13686,1
8145,0,1
0,7888,1
8014,5864,1
7745,0,1
0,8813,1
0,8595,1
8757,0,1
8553,8572,1
11039,0,1
8352,8890,1
9588,9549,1
8512,0,1
10850,37981,1
12808,9665,1
8241,0,1
8170,8998,1
0,0,1
9637,9072,1
12818,0,1
8494,9014,1
16562,9185,1
23011,8712,1
12737,9531,1
24146,7665,1
8694,0,1
8054,10462,1
7875,9132,1
30245,0,1
9731,9255,1
0,0,1
29087,10065,1
12998,8630,1
16348,9081,1
8569,41452,1
0,9279,1
0,8490,1
9249,8577,1
9214,36502,1
8373,3635,1
28740,10175,1
0,9247,1
0,0,1
0,0,1
0,10044,1
11897,8783,1
8226,12859,1
17797,9161,1
22787,31247,1
0,9853,1
0,9836,1
9669,8575,1
0,0,1
13418,9121,1
0,9839,1
9577,9502,1
9326,0,1
0,6612,1
8581,8669,1
0,9014,1
9897,8839,1
12586,9558,1
0,0,1
0,28096,1
9211,9269,1
10670,9342,1
0,9938,1
8757,9065,1
0,0,1
20162,8690,1
0,9430,1
0,8938,1
17118,8045,1
8246,0,1
7658,40328,1
8199,41943,1
0,0,1
7635,9705,1
0,0,1
9515,0,1
0,10207,1
0,13985,1
0,0,1
19845,9135,1
12997,8206,1
8016,0,1
0,8825,1
8785,42838,1
8575,8888,1
8431,0,1
0,0,1
0,0,1
8588,8526,1
24142,10438,1
0,11347,1
8597,8759,1
10892,0,1
13995,0,1
0,39322,1
14470,9355,1
7943,9222,1
0,13878,1
7950,8717,1
7697,9710,1
0,0,1
0,9021,1
11240,0,1
20727,13036,1
21588,0,1
7796,0,1
8958,35469,1
13124,42988,1
9611,0,1
19801,10156,1
0,9987,1
0,0,1
0,10987,1
0,8796,1
0,0,1
0,8368,1
8024,9280,1
21118,0,1
6645,6488,1
0,0,1
16835,0,1
12290,9298,1
8725,8809,1
0,8802,1
35897,8662,1
17222,8656,1
0,0,1
0,0,1
0,8561,1
0,10160,1
7605,0,1
0,9723,1
8201,10301,1
0,8936,1
7599,8571,1
10069,8261,1
21321,0,1
0,43186,1
0,8533,1
7384,50274,1
8112,9560,1
0,8622,1
8772,21377,1
8816,0,1
0,8562,1
10271,9099,1
0,0,1
8610,47133,1
9879,0,1
13928,0,1
0,8843,1
17908,9395,1
7904,10169,1
0,8670,1
10849,21678,1
0,10095,1
0,0,1
43851,1706,1
8016,0,1
14666,12695,1
8232,8895,1
26407,8767,1
8553,9795,1
13274,0,1
18898,9635,1
7545,9513,1
8765,8605,1
7350,0,1
8888,0,1
10769,10116,1
0,9449,1
20920,0,1
28225,9054,1
34798,0,1
19965,0,1
7829,0,1
0,36164,1
12878,0,1
0,9388,1
12857,0,1
10610,8081,1
0,10489,1
0,8976,1
8402,8946,1
9848,0,1
0,15123,1
8816,0,1
8253,9423,1
7751,0,1
8099,18874,1
9158,0,1
10003,8444,1
0,9730,1
17978,10125,1
22241,7907,1
7890,44623,1
12050,10182,1
8673,9232,1
9696,9321,1
0,0,1
21494,9921,1
16345,0,1
36818,0,1
21412,9700,1
0,0,1
0,11051,1
9097,0,1
8228,0,1
0,9517,1
7971,10236,1
12505,12208,1
25193,8985,1
0,0,1
11205,0,1
9020,9442,1
25545,0,1
8168,8359,1
23030,0,1
9433,36653,1
0,0,1
0,8867,1
15124,0,1
0,7065,1
11694,8806,1
10378,0,1
0,0,1
10400,9801,1
0,19591,1
0,0,1
0,0,1
0,10559,1
32124,15302,1
9753,9360,1
37018,0,1
0,0,1
9668,0,1
17144,0,1
0,18091,1
0,0,1
11006,0,1
0,0,1
0,0,1
23915,8205,1
33624,0,1
8823,10179,1
11808,9561,1
0,0,1
33214,0,1
0,8052,1
8454,10271,1
7605,0,1
8382,28981,1
14271,10981,1
8616,35180,1
9360,9072,1
0,11448,1
19199,33723,1
8418,0,1
8395,0,1
0,0,1
8713,8591,1
18985,48854,1
9391,0,1
13303,0,1
20622,0,1
8376,9045,1
8700,8586,1
10087,9485,1
12928,9842,1
0,0,1
34826,0,1
0,0,1
0,46868,1
11355,0,1
0,9124,1
10903,35942,1
8068,8262,1
18559,24578,1
20405,0,1
8215,0,1
7394,0,1
17272,9833,1
0,0,1
19776,8141,1
0,7342,1
0,9579,1
14529,8844,1
0,0,1
7896,9054,1
8088,8773,1
0,0,1
14241,8893,1
8227,31753,1
0,0,1
8915,0,1
8882,10297,1
0,3125,1
7871,10034,1
21176,0,1
12106,9685,1
9036,9364,1
9642,6445,1
7638,0,1
9151,9641,1
9478,9336,1
16032,9523,1
0,31244,1
11451,8378,1
0,8746,1
0,9680,1
16066,9418,1
0,10083,1
9127,27531,1
8175,0,1
9402,0,1
8180,0,1
8920,8750,1
10750,9057,1
8231,0,1
8799,8793,1
0,10011,1
8115,9606,1
16970,27884,1
21010,8421,1
9550,48707,1
0,0,1
14655,9543,1
10108,0,1
8383,0,1
35489,0,1
10501,0,1
22959,0,1
9152,10895,1
0,0,1
18290,9192,1
10142,0,1
15221,9081,1
0,10472,1
9116,10168,1
0,0,1
11003,9519,1
0,0,1
8698,0,1
31508,8355,1
12969,9401,1
8999,9804,1
9088,29069,1
21038,13289,1
9138,10271,1
10083,0,1
27043,0,1
7576,46156,1
0,10298,1
30120,7535,1
10063,7825,1
28350,8095,1
9622,48349,1
19093,9896,1
9909,0,1
10539,8092,1
8010,20131,1
0,9988,1
15194,10005,1
9834,10604,1
0,7904,1
7991,27789,1
0,10008,1
28253,0,1
14375,17081,1
8773,5665,1
8363,0,1
8971,10384,1
10181,34028,1
22316,9370,1
0,4558,1
11783,0,1
10037,0,1
8355,0,1
0,0,1
8326,36775,1
14513,7762,1
0,9406,1
0,9987,1
12964,21874,1
8228,9218,1
